CN,PLT_CN,PSC_CN
826523214290487,352769405489998,826523211290487
826523220290487,352769526489998,826523211290487
826523231290487,352769662489998,826523211290487
826523232290487,352769672489998,826523211290487
826523237290487,352769679489998,826523211290487
826523250290487,352769800489998,826523211290487
826523251290487,352769815489998,826523211290487
826523339290487,352769468489998,826523320290487
826523345290487,352769522489998,826523320290487
826523352290487,352769535489998,826523320290487
826523363290487,352769602489998,826523320290487
826523374290487,352769669489998,826523320290487
826523377290487,352769678489998,826523320290487
826523379290487,352769684489998,826523320290487
826523380290487,352769688489998,826523320290487
826523396290487,352769753489998,826523320290487
826523397290487,352769802489998,826523320290487
826523268290487,352769457489998,826523257290487
826523269290487,352769460489998,826523257290487
826523276290487,352769532489998,826523257290487
826523296290487,352769724489998,826523257290487
826523297290487,352769728489998,826523257290487
826523302290487,352769801489998,826523257290487
826523310290487,352769822489998,826523257290487
826523775290487,352769596489998,826523772290487
826523699290487,352769609489998,826523684290487
826523706290487,352769727489998,826523684290487
826523714290487,352769800489998,826523684290487
826523615290487,352769412489998,826523610290487
826523618290487,352769454489998,826523610290487
826523620290487,352769462489998,826523610290487
826523630290487,352769523489998,826523610290487
826523636290487,352769543489998,826523610290487
826523640290487,352769602489998,826523610290487
826523643290487,352769608489998,826523610290487
826523648290487,352769667489998,826523610290487
826523649290487,352769669489998,826523610290487
826523656290487,352769730489998,826523610290487
826523657290487,352769732489998,826523610290487
826523661290487,352769741489998,826523610290487
826523662290487,352769743489998,826523610290487
826523667290487,352769752489998,826523610290487
826523669290487,352769802489998,826523610290487
826523675290487,352769816489998,826523610290487
826523731290487,352769457489998,826523721290487
826523737290487,352769527489998,826523721290487
826523739290487,352769537489998,826523721290487
826523742290487,352769588489998,826523721290487
826523757290487,352769728489998,826523721290487
1299950584290487,352769596489998,1299950581290487
1299950593290487,352769410489998,1299950588290487
1299950594290487,352769411489998,1299950588290487
1299950609290487,352769673489998,1299950588290487
1299950624290487,352769750489998,1299950588290487
1299950651290487,352769469489998,1299950632290487
1299950653290487,352769471489998,1299950632290487
1299950663290487,352769535489998,1299950632290487
1299950671290487,352769598489998,1299950632290487
1299950681290487,352769663489998,1299950632290487
1299950684290487,352769670489998,1299950632290487
1299950688290487,352769684489998,1299950632290487
1299950694290487,352769732489998,1299950632290487
1299950696290487,352769739489998,1299950632290487
1299950706290487,352769802489998,1299950632290487
1299950709290487,352769805489998,1299950632290487
1299950710290487,352769807489998,1299950632290487
1299950712290487,352769814489998,1299950632290487
1299950716290487,352769820489998,1299950632290487
1299950731290487,352769452489998,1299950722290487
1299950734290487,352769460489998,1299950722290487
1299950744290487,352769588489998,1299950722290487
1299950751290487,352769668489998,1299950722290487
1299950752290487,352769671489998,1299950722290487
1299950766290487,352769806489998,1299950722290487
1299950767290487,352769808489998,1299950722290487
1299950900290487,352769405489998,1299950897290487
1299950902290487,352769410489998,1299950897290487
1299950910290487,352769586489998,1299950897290487
1299950912290487,352769601489998,1299950897290487
1299950915290487,352769609489998,1299950897290487
1299950921290487,352769677489998,1299950897290487
1299950922290487,352769679489998,1299950897290487
1299950932290487,352769749489998,1299950897290487
1299950934290487,352769800489998,1299950897290487
1299950942290487,352769390489998,1299950941290487
1299950945290487,352769397489998,1299950941290487
1299950947290487,352769400489998,1299950941290487
1299950950290487,352769451489998,1299950941290487
1299950966290487,352769523489998,1299950941290487
1299950969290487,352769530489998,1299950941290487
1299950980290487,352769598489998,1299950941290487
1299950989290487,352769615489998,1299950941290487
1299951003290487,352769732489998,1299950941290487
1299951012290487,352769751489998,1299950941290487
1299951018290487,352769805489998,1299950941290487
1299951019290487,352769807489998,1299950941290487
1299951042290487,352769457489998,1299951031290487
1299951053290487,352769588489998,1299951031290487
1299951054290487,352769590489998,1299951031290487
1299951058290487,352769665489998,1299951031290487
1299951062290487,352769682489998,1299951031290487
1299951067290487,352769723489998,1299951031290487
1299951077290487,352769809489998,1299951031290487
1299951082290487,352769822489998,1299951031290487
1275865523290487,352769539489998,1275865516290487
1275865529290487,352769601489998,1275865516290487
1275865541290487,352769525489998,1275865516290487
1275865557290487,352769388489998,1275865516290487
1275865582290487,352769467489998,1275865563290487
1275865588290487,352769676489998,1275865563290487
1275865590290487,781817058290487,1275865563290487
1275865601290487,352769522489998,1275865563290487
1275865605290487,781817025290487,1275865563290487
1275865611290487,352769464489998,1275865563290487
1275865614290487,352769456489998,1275865563290487
1275865621290487,559740547126144,1275865563290487
1275865631290487,781817034290487,1275865563290487
1275865632290487,352769517489998,1275865563290487
1275865645290487,352769523489998,1275865563290487
1275865651290487,352769450489998,1275865563290487
1275865656290487,352769395489998,1275865563290487
1275865688290487,352769537489998,1275865659290487
1275865690290487,559740585126144,1275865659290487
1275865694290487,352769682489998,1275865659290487
1275865702290487,352769686489998,1275865659290487
1275865706290487,352769452489998,1275865659290487
1275865707290487,352769460489998,1275865659290487
1275865982290487,352769404489998,1275865973290487
1275866002290487,352769406489998,1275865973290487
1275866012290487,352769410489998,1275865973290487
1275866015290487,352769597489998,1275865973290487
1275866029290487,352769669489998,1275866019290487
1275866032290487,559740571126144,1275866019290487
1275866044290487,781817058290487,1275866019290487
1275866048290487,559740583126144,1275866019290487
1275866053290487,352769469489998,1275866019290487
1275866061290487,352769528489998,1275866019290487
1275866073290487,781816981290487,1275866019290487
1275866077290487,352769451489998,1275866019290487
1275866079290487,352769521489998,1275866019290487
1275866088290487,352769397489998,1275866019290487
1275866092290487,781817002290487,1275866019290487
1275865925290487,781816996290487,1275865918290487
1275865926290487,781817031290487,1275865918290487
1275865927290487,781816978290487,1275865918290487
1275865929290487,352769391489998,1275865918290487
1275865944290487,559740553126144,1275865918290487
1275865958290487,352769457489998,1275865918290487
1275866198290487,781817043290487,1275866183290487
1275866200290487,352769525489998,1275866183290487
1275866221290487,781817014290487,1275866219290487
1275866223290487,352769470489998,1275866219290487
1275866230290487,559740555126144,1275866219290487
1275866242290487,559740583126144,1275866219290487
1275866251290487,781817025290487,1275866219290487
1275866255290487,352769606489998,1275866219290487
1275866262290487,781816981290487,1275866219290487
1275866268290487,352769688489998,1275866219290487
1275866272290487,352769397489998,1275866219290487
1275866133290487,352769389489998,1275866130290487
1275866135290487,352769671489998,1275866130290487
1275866151290487,352769590489998,1275866130290487
1275866153290487,352769666489998,1275866130290487
1275866160290487,352769387489998,1275866130290487
1275866163290487,352769665489998,1275866130290487
1275866166290487,352769532489998,1275866130290487
1275866173290487,559740573126144,1275866130290487
1275866176290487,352769540489998,1275866130290487
1275866177290487,352769809489998,1275866130290487
1275866444290487,352769589489998,1275866443290487
1275866476290487,352769815489998,1275866450290487
1275866483290487,352769681489998,1275866450290487
1275866485290487,781817046290487,1275866450290487
1275866493290487,352769662489998,1275866450290487
1275866312290487,352769515489998,1275866296290487
1275866327290487,352769394489998,1275866296290487
1275866345290487,352769456489998,1275866296290487
1275866357290487,352769471489998,1275866296290487
1275866365290487,352769397489998,1275866296290487
1275866381290487,352769595489998,1275866296290487
1275866399290487,352769391489998,1275866388290487
1275866408290487,352769518489998,1275866388290487
1275866412290487,352769666489998,1275866388290487
1275866425290487,352769532489998,1275866388290487
1275866432290487,559740573126144,1275866388290487
1537019251290487,352769596489998,1537019248290487
1537019184290487,559740553126144,1537019178290487
1537019191290487,352769518489998,1537019178290487
1537019192290487,352769523489998,1537019178290487
1537019196290487,352769587489998,1537019178290487
1537019211290487,352769455489998,1537019178290487
1537019212290487,352769457489998,1537019178290487
1537019216290487,352769540489998,1537019178290487
1537019219290487,352769591489998,1537019178290487
1537019220290487,352769533489998,1537019178290487
1537019228290487,781817037290487,1537019178290487
1537019230290487,781817049290487,1537019178290487
1537019060290487,352769520489998,1537019045290487
1537019066290487,352769534489998,1537019045290487
1537019074290487,352769595489998,1537019045290487
1537019085290487,352769395489998,1537019045290487
1537019087290487,352769399489998,1537019045290487
1537019088290487,352769400489998,1537019045290487
1537019091290487,352769411489998,1537019045290487
1537019093290487,352769454489998,1537019045290487
1537019105290487,352769598489998,1537019045290487
1537019118290487,781816990290487,1537019045290487
1537019143290487,992948049290487,1537019045290487
1537019175290487,352769396489998,1537019153290487
1537019460290487,352769402489998,1537019456290487
1537019397290487,559740585126144,1537019387290487
1537019405290487,352769587489998,1537019387290487
1537019406290487,352769588489998,1537019387290487
1537019414290487,352769397489998,1537019387290487
1537019421290487,352769460489998,1537019387290487
1537019433290487,781817028290487,1537019387290487
1537019435290487,781817034290487,1537019387290487
1537019446290487,992948064290487,1537019387290487
1537019452290487,352769393489998,1537019387290487
1537019267290487,559740571126144,1537019260290487
1537019284290487,352769541489998,1537019260290487
1537019291290487,352769602489998,1537019260290487
1537019294290487,352769609489998,1537019260290487
1537019299290487,352769398489998,1537019260290487
1537019302290487,352769404489998,1537019260290487
1537019304290487,352769411489998,1537019260290487
1537019324290487,352769522489998,1537019260290487
1537019335290487,781817014290487,1537019260290487
1537019340290487,781817058290487,1537019260290487
1537019342290487,781817064290487,1537019260290487
1537019347290487,992948013290487,1537019260290487
1537019350290487,992948025290487,1537019260290487
1537019369290487,352769539489998,1537019364290487
1537019371290487,352769605489998,1537019364290487
1537019378290487,781817046290487,1537019364290487
1537019614290487,559740587126144,1537019613290487
1537019617290487,352769402489998,1537019613290487
1537019475290487,559740553126144,1537019469290487
1537019478290487,559740583126144,1537019469290487
1537019482290487,352769518489998,1537019469290487
1537019491290487,352769612489998,1537019469290487
1537019492290487,352769387489998,1537019469290487
1537019494290487,352769392489998,1537019469290487
1537019496290487,352769401489998,1537019469290487
1537019498290487,352769409489998,1537019469290487
1537019499290487,352769452489998,1537019469290487
1537019514290487,781817034290487,1537019469290487
1537019515290487,781817037290487,1537019469290487
1537019521290487,992948046290487,1537019469290487
1537019528290487,352769809489998,1537019469290487
1537019545290487,352769535489998,1537019532290487
1537019558290487,352769395489998,1537019532290487
1537019565290487,352769454489998,1537019532290487
1537019572290487,352769471489998,1537019532290487
1537019578290487,352769613489998,1537019532290487
1537019599290487,992948019290487,1537019532290487
1537019606290487,992948058290487,1537019532290487
1537019608290487,352769461489998,1537019532290487
1537019621290487,559740539126144,1537019620290487
1537019622290487,559740579126144,1537019620290487
1537019629290487,352769412489998,1537019620290487
1537019672290487,352769596489998,1537019669290487
1537019796290487,352769527489998,1537019780290487
1537019809290487,352769407489998,1537019780290487
1537019811290487,352769452489998,1537019780290487
1537019817290487,352769540489998,1537019780290487
1537019818290487,352769394489998,1537019780290487
1537019820290487,352769591489998,1537019780290487
1537019822290487,352769517489998,1537019780290487
1537019823290487,781816978290487,1537019780290487
1537019834290487,352769687489998,1537019780290487
1537019836290487,992948046290487,1537019780290487
1537019843290487,352769458489998,1537019780290487
1537019696290487,352769534489998,1537019676290487
1537019711290487,352769611489998,1537019676290487
1537019720290487,352769411489998,1537019676290487
1537019726290487,352769466489998,1537019676290487
1537019735290487,352769613489998,1537019676290487
1537019738290487,352769456489998,1537019676290487
1537019748290487,781817002290487,1537019676290487
1537019763290487,992948013290487,1537019676290487
1537019766290487,992948025290487,1537019676290487
1537019773290487,992948058290487,1537019676290487
1537019647290487,559740539126144,1537019646290487
1537019658290487,352769538489998,1537019646290487
1537019659290487,781816987290487,1537019646290487
826523314290487,352769402489998,826523313290487
826523315290487,352769589489998,826523313290487
826523229290487,352769607489998,826523211290487
826523247290487,352769748489998,826523211290487
826523333290487,352769459489998,826523320290487
826523334290487,352769462489998,826523320290487
826523349290487,352769530489998,826523320290487
826523359290487,352769594489998,826523320290487
826523368290487,352769611489998,826523320290487
826523373290487,352769667489998,826523320290487
826523382290487,352769726489998,826523320290487
826523389290487,352769741489998,826523320290487
826523393290487,352769746489998,826523320290487
826523394290487,352769751489998,826523320290487
826523401290487,352769807489998,826523320290487
826523405290487,352769817489998,826523320290487
826523408290487,352769823489998,826523320290487
826523258290487,352769387489998,826523257290487
826523263290487,352769401489998,826523257290487
826523266290487,352769452489998,826523257290487
826523281290487,352769590489998,826523257290487
826523285290487,352769664489998,826523257290487
826523286290487,352769665489998,826523257290487
826523299290487,352769734489998,826523257290487
826523300290487,352769735489998,826523257290487
826523691290487,352769525489998,826523684290487
826523692290487,352769526489998,826523684290487
826523703290487,352769675489998,826523684290487
826523710290487,352769742489998,826523684290487
826523614290487,352769400489998,826523610290487
826523621290487,352769463489998,826523610290487
826523632290487,352769531489998,826523610290487
826523639290487,352769598489998,826523610290487
826523642290487,352769606489998,826523610290487
826523644290487,352769611489998,826523610290487
826523659290487,352769739489998,826523610290487
826523676290487,352769817489998,826523610290487
826523680290487,352769827489998,826523610290487
826523722290487,352769387489998,826523721290487
826523729290487,352769452489998,826523721290487
826523741290487,352769587489998,826523721290487
826523743290487,352769590489998,826523721290487
826523745290487,352769612489998,826523721290487
826523746290487,352769664489998,826523721290487
826523749290487,352769671489998,826523721290487
826523751290487,352769685489998,826523721290487
826523755290487,352769723489998,826523721290487
826523756290487,352769724489998,826523721290487
1299950608290487,352769672489998,1299950588290487
1299950615290487,352769681489998,1299950588290487
1299950620290487,352769738489998,1299950588290487
1299950648290487,352769464489998,1299950632290487
1299950656290487,352769522489998,1299950632290487
1299950666290487,352769542489998,1299950632290487
1299950697290487,352769740489998,1299950632290487
1299950704290487,352769752489998,1299950632290487
1299950711290487,352769812489998,1299950632290487
1299950713290487,352769816489998,1299950632290487
1299950633290487,352769390489998,1299950632290487
1299950725290487,352769391489998,1299950722290487
1299950746290487,352769591489998,1299950722290487
1299950749290487,352769665489998,1299950722290487
1299950750290487,352769666489998,1299950722290487
1299950899290487,352769404489998,1299950897290487
1299950904290487,352769520489998,1299950897290487
1299950914290487,352769605489998,1299950897290487
1299950920290487,352769675489998,1299950897290487
1299950925290487,352769721489998,1299950897290487
1299950958290487,352769466489998,1299950941290487
1299950962290487,352769471489998,1299950941290487
1299950968290487,352769529489998,1299950941290487
1299950977290487,352769592489998,1299950941290487
1299950988290487,352769614489998,1299950941290487
1299950992290487,352769669489998,1299950941290487
1299951025290487,352769820489998,1299950941290487
1299951026290487,352769823489998,1299950941290487
1299951033290487,352769389489998,1299951031290487
1299951047290487,352769524489998,1299951031290487
1299951049290487,352769532489998,1299951031290487
1299951064290487,352769686489998,1299951031290487
1299951066290487,352769722489998,1299951031290487
1299951073290487,352769747489998,1299951031290487
1299951076290487,352769808489998,1299951031290487
1299951080290487,352769813489998,1299951031290487
1275865717290487,352769589489998,1275865716290487
1275865719290487,352769596489998,1275865716290487
1275865521290487,352769516489998,1275865516290487
1275865524290487,352769405489998,1275865516290487
1275865526290487,352769605489998,1275865516290487
1275865530290487,352769586489998,1275865516290487
1275865537290487,781817043290487,1275865516290487
1275865547290487,352769520489998,1275865516290487
1275865556290487,352769410489998,1275865516290487
1275865571290487,352769529489998,1275865563290487
1275865583290487,352769613489998,1275865563290487
1275865589290487,352769746489998,1275865563290487
1275865592290487,781817005290487,1275865563290487
1275865594290487,559740583126144,1275865563290487
1275865596290487,352769394489998,1275865563290487
1275865597290487,352769600489998,1275865563290487
1275865617290487,352769684489998,1275865563290487
1275865619290487,781816981290487,1275865563290487
1275865624290487,352769451489998,1275865563290487
1275865628290487,352769683489998,1275865563290487
1275865634290487,352769463489998,1275865563290487
1275865661290487,559740551126144,1275865659290487
1275865670290487,352769391489998,1275865659290487
1275865671290487,352769465489998,1275865659290487
1275865674290487,352769664489998,1275865659290487
1275865687290487,559740567126144,1275865659290487
1275865708290487,352769540489998,1275865659290487
1275866115290487,352769402489998,1275866111290487
1275865985290487,559740535126144,1275865973290487
1275865986290487,352769601489998,1275865973290487
1275865995290487,781817017290487,1275865973290487
1275866007290487,352769679489998,1275865973290487
1275866010290487,559740539126144,1275865973290487
1275866020290487,781817011290487,1275866019290487
1275866025290487,352769530489998,1275866019290487
1275866035290487,352769515489998,1275866019290487
1275866056290487,352769598489998,1275866019290487
1275866064290487,352769606489998,1275866019290487
1275866068290487,352769456489998,1275866019290487
1275866071290487,352769684489998,1275866019290487
1275866074290487,559740559126144,1275866019290487
1275866076290487,352769534489998,1275866019290487
1275866087290487,352769463489998,1275866019290487
1275866093290487,559740577126144,1275866019290487
1275866108290487,352769395489998,1275866019290487
1275865930290487,352769465489998,1275865918290487
1275865936290487,352769392489998,1275865918290487
1275865940290487,352769590489998,1275865918290487
1275865943290487,559740549126144,1275865918290487
1275865951290487,352769682489998,1275865918290487
1275865953290487,352769685489998,1275865918290487
1275865954290487,781817052290487,1275865918290487
1275865967290487,352769809489998,1275865918290487
1275865970290487,352769591489998,1275865918290487
1275866184290487,781816987290487,1275866183290487
1275866186290487,352769675489998,1275866183290487
1275866201290487,352769815489998,1275866183290487
1275866205290487,352769538489998,1275866183290487
1275866213290487,352769388489998,1275866183290487
1275866224290487,352769529489998,1275866219290487
1275866227290487,781817055290487,1275866219290487
1275866235290487,352769543489998,1275866219290487
1275866258290487,352769615489998,1275866219290487
1275866259290487,352769412489998,1275866219290487
1275866277290487,352769531489998,1275866219290487
1275866284290487,352769595489998,1275866219290487
1275866141290487,352769465489998,1275866130290487
1275866171290487,352769733489998,1275866130290487
1275866180290487,352769591489998,1275866130290487
1275866451290487,781816987290487,1275866450290487
1275866456290487,559740579126144,1275866450290487
1275866458290487,352769405489998,1275866450290487
1275866465290487,352769674489998,1275866450290487
1275866466290487,352769673489998,1275866450290487
1275866473290487,352769533489998,1275866450290487
1275866488290487,352769585489998,1275866450290487
1275866489290487,352769410489998,1275866450290487
1275866307290487,781817055290487,1275866296290487
1275866308290487,781816990290487,1275866296290487
1275866313290487,352769536489998,1275866296290487
1275866314290487,352769613489998,1275866296290487
1275866318290487,352769667489998,1275866296290487
1275866324290487,559740557126144,1275866296290487
1275866325290487,559740583126144,1275866296290487
1275866331290487,352769400489998,1275866296290487
1275866352290487,559740547126144,1275866296290487
1275866359290487,352769688489998,1275866296290487
1275866368290487,352769678489998,1275866296290487
1275866372290487,352769531489998,1275866296290487
1275866376290487,352769592489998,1275866296290487
1275866378290487,781817040290487,1275866296290487
1275866395290487,781816996290487,1275866388290487
1275866398290487,559740545126144,1275866388290487
1275866403290487,559740537126144,1275866388290487
1275866404290487,352769398489998,1275866388290487
1275866414290487,559740553126144,1275866388290487
1275866415290487,559740567126144,1275866388290487
1275866420290487,352769401489998,1275866388290487
1275866426290487,352769527489998,1275866388290487
1275866430290487,352769733489998,1275866388290487
1275866437290487,352769809489998,1275866388290487
1537019183290487,559740551126144,1537019178290487
1537019214290487,352769519489998,1537019178290487
1537019218290487,352769532489998,1537019178290487
1537019223290487,781816996290487,1537019178290487
1537019238290487,992948064290487,1537019178290487
1537019243290487,352769809489998,1537019178290487
1537019056290487,559740569126144,1537019045290487
1537019058290487,559740561126144,1537019045290487
1537019064290487,352769530489998,1537019045290487
1537019089290487,352769404489998,1537019045290487
1537019098290487,352769467489998,1537019045290487
1537019109290487,352769403489998,1537019045290487
1537019113290487,352769522489998,1537019045290487
1537019119290487,781816993290487,1537019045290487
1537019122290487,781817008290487,1537019045290487
1537019123290487,781817011290487,1537019045290487
1537019124290487,781817014290487,1537019045290487
1537019126290487,781817025290487,1537019045290487
1537019135290487,992948010290487,1537019045290487
1537019138290487,992948022290487,1537019045290487
1537019144290487,992948061290487,1537019045290487
1537019162290487,352769607489998,1537019153290487
1537019168290487,781816987290487,1537019153290487
1537019457290487,559740587126144,1537019456290487
1537019458290487,352769589489998,1537019456290487
1537019391290487,559740549126144,1537019387290487
1537019395290487,559740573126144,1537019387290487
1537019396290487,559740583126144,1537019387290487
1537019398290487,559740545126144,1537019387290487
1537019400290487,352769518489998,1537019387290487
1537019410290487,352769387489998,1537019387290487
1537019424290487,352769540489998,1537019387290487
1537019426290487,352769532489998,1537019387290487
1537019429290487,352769517489998,1537019387290487
1537019432290487,781817023290487,1537019387290487
1537019436290487,781817037290487,1537019387290487
1537019447290487,992948067290487,1537019387290487
1537019450290487,352769458489998,1537019387290487
1537019453290487,352769408489998,1537019387290487
1537019263290487,559740543126144,1537019260290487
1537019268290487,559740575126144,1537019260290487
1537019273290487,352769515489998,1537019260290487
1537019281290487,352769535489998,1537019260290487
1537019292290487,352769606489998,1537019260290487
1537019296290487,352769614489998,1537019260290487
1537019298290487,352769395489998,1537019260290487
1537019300290487,352769399489998,1537019260290487
1537019303290487,352769406489998,1537019260290487
1537019305290487,352769453489998,1537019260290487
1537019306290487,352769454489998,1537019260290487
1537019333290487,781817008290487,1537019260290487
1537019337290487,781817025290487,1537019260290487
1537019348290487,992948019290487,1537019260290487
1537019349290487,992948022290487,1537019260290487
1537019374290487,352769412489998,1537019364290487
1537019379290487,781817017290487,1537019364290487
1537019380290487,352769672489998,1537019364290487
1537019384290487,352769396489998,1537019364290487
1537019472290487,559740541126144,1537019469290487
1537019480290487,559740545126144,1537019469290487
1537019487290487,352769587489998,1537019469290487
1537019495290487,352769397489998,1537019469290487
1537019502290487,352769460489998,1537019469290487
1537019505290487,352769540489998,1537019469290487
1537019506290487,352769532489998,1537019469290487
1537019518290487,781817005290487,1537019469290487
1537019524290487,992948067290487,1537019469290487
1537019554290487,352769608489998,1537019532290487
1537019560290487,352769399489998,1537019532290487
1537019563290487,352769411489998,1537019532290487
1537019566290487,352769462489998,1537019532290487
1537019579290487,352769451489998,1537019532290487
1537019581290487,352769522489998,1537019532290487
1537019596290487,781816981290487,1537019532290487
1537019670290487,559740587126144,1537019669290487
1537019785290487,559740551126144,1537019780290487
1537019789290487,559740583126144,1537019780290487
1537019791290487,559740545126144,1537019780290487
1537019801290487,352769597489998,1537019780290487
1537019816290487,352769465489998,1537019780290487
1537019821290487,352769533489998,1537019780290487
1537019824290487,781816996290487,1537019780290487
1537019825290487,781817023290487,1537019780290487
1537019682290487,559740563126144,1537019676290487
1537019687290487,559740555126144,1537019676290487
1537019688290487,559740561126144,1537019676290487
1537019690290487,352769520489998,1537019676290487
1537019716290487,352769399489998,1537019676290487
1537019729290487,352769471489998,1537019676290487
1537019740290487,352769522489998,1537019676290487
1537019741290487,352769543489998,1537019676290487
1537019749290487,781817008290487,1537019676290487
1537019755290487,781817055290487,1537019676290487
1537019777290487,352769731489998,1537019676290487
1537019650290487,352769526489998,1537019646290487
1537019652290487,352769586489998,1537019646290487
1537019655290487,352769410489998,1537019646290487
1537019657290487,352769585489998,1537019646290487
1537019664290487,992948016290487,1537019646290487
826523217290487,352769411489998,826523211290487
826523221290487,352769538489998,826523211290487
826523226290487,352769601489998,826523211290487
826523244290487,352769736489998,826523211290487
826523327290487,352769403489998,826523320290487
826523343290487,352769515489998,826523320290487
826523344290487,352769521489998,826523320290487
826523347290487,352769528489998,826523320290487
826523350290487,352769531489998,826523320290487
826523364290487,352769604489998,826523320290487
826523369290487,352769613489998,826523320290487
826523370290487,352769614489998,826523320290487
826523383290487,352769729489998,826523320290487
826523386290487,352769737489998,826523320290487
826523390290487,352769743489998,826523320290487
826523409290487,352769827489998,826523320290487
826523410290487,352769828489998,826523320290487
826523272290487,352769518489998,826523257290487
826523279290487,352769587489998,826523257290487
826523301290487,352769747489998,826523257290487
826523306290487,352769810489998,826523257290487
826523711290487,352769748489998,826523684290487
826523611290487,352769395489998,826523610290487
826523641290487,352769604489998,826523610290487
826523645290487,352769613489998,826523610290487
826523646290487,352769614489998,826523610290487
826523650290487,352769670489998,826523610290487
826523652290487,352769684489998,826523610290487
826523665290487,352769746489998,826523610290487
826523678290487,352769820489998,826523610290487
826523764290487,352769808489998,826523721290487
826523765290487,352769809489998,826523721290487
826523768290487,352769821489998,826523721290487
826523769290487,352769822489998,826523721290487
1299950595290487,352769520489998,1299950588290487
1299950601290487,352769586489998,1299950588290487
1299950616290487,352769721489998,1299950588290487
1299950617290487,352769727489998,1299950588290487
1299950628290487,352769825489998,1299950588290487
1299950668290487,352769592489998,1299950632290487
1299950669290487,352769593489998,1299950632290487
1299950677290487,352769611489998,1299950632290487
1299950682290487,352769667489998,1299950632290487
1299950683290487,352769669489998,1299950632290487
1299950703290487,352769751489998,1299950632290487
1299950707290487,352769803489998,1299950632290487
1299950717290487,352769823489998,1299950632290487
1299950636290487,352769397489998,1299950632290487
1299950637290487,352769399489998,1299950632290487
1299950727290487,352769398489998,1299950722290487
1299950738290487,352769524489998,1299950722290487
1299950739290487,352769527489998,1299950722290487
1299950759290487,352769724489998,1299950722290487
1299950762290487,352769734489998,1299950722290487
1299950764290487,352769747489998,1299950722290487
1299950771290487,352769813489998,1299950722290487
1299950901290487,352769406489998,1299950897290487
1299950906290487,352769526489998,1299950897290487
1299950918290487,352769673489998,1299950897290487
1299950926290487,352769727489998,1299950897290487
1299950929290487,352769738489998,1299950897290487
1299950937290487,352769825489998,1299950897290487
1299950938290487,352769826489998,1299950897290487
1299950944290487,352769395489998,1299950941290487
1299950948290487,352769403489998,1299950941290487
1299950953290487,352769456489998,1299950941290487
1299950971290487,352769534489998,1299950941290487
1299950987290487,352769613489998,1299950941290487
1299950991290487,352769667489998,1299950941290487
1299951006290487,352769740489998,1299950941290487
1299951017290487,352769804489998,1299950941290487
1299951027290487,352769827489998,1299950941290487
1299951035290487,352769392489998,1299951031290487
1299951060290487,352769668489998,1299951031290487
1299951071290487,352769734489998,1299951031290487
1299951072290487,352769735489998,1299951031290487
1299951079290487,352769811489998,1299951031290487
1275865518290487,352769672489998,1275865516290487
1275865522290487,559740579126144,1275865516290487
1275865532290487,352769673489998,1275865516290487
1275865539290487,352769533489998,1275865516290487
1275865549290487,352769526489998,1275865516290487
1275865552290487,781817046290487,1275865516290487
1275865553290487,781816993290487,1275865516290487
1275865565290487,781817014290487,1275865563290487
1275865568290487,352769470489998,1275865563290487
1275865572290487,352769542489998,1275865563290487
1275865576290487,559740571126144,1275865563290487
1275865584290487,352769593489998,1275865563290487
1275865600290487,352769400489998,1275865563290487
1275865603290487,781817064290487,1275865563290487
1275865604290487,781816984290487,1275865563290487
1275865615290487,352769615489998,1275865563290487
1275865636290487,352769610489998,1275865563290487
1275865637290487,352769614489998,1275865563290487
1275865654290487,352769535489998,1275865563290487
1275865655290487,352769453489998,1275865563290487
1275865663290487,352769588489998,1275865659290487
1275865666290487,781816996290487,1275865659290487
1275865681290487,352769612489998,1275865659290487
1275865699290487,352769527489998,1275865659290487
1275865983290487,352769605489998,1275865973290487
1275865993290487,352769731489998,1275865973290487
1275865997290487,352769603489998,1275865973290487
1275866000290487,781816999290487,1275865973290487
1275866004290487,352769538489998,1275865973290487
1275866021290487,781817014290487,1275866019290487
1275866022290487,559740569126144,1275866019290487
1275866023290487,559740575126144,1275866019290487
1275866031290487,781816990290487,1275866019290487
1275866060290487,559740541126144,1275866019290487
1275866067290487,352769611489998,1275866019290487
1275866081290487,352769683489998,1275866019290487
1275866082290487,352769688489998,1275866019290487
1275866085290487,352769517489998,1275866019290487
1275866095290487,352769531489998,1275866019290487
1275865921290487,352769389489998,1275865918290487
1275865933290487,559740537126144,1275865918290487
1275865938290487,352769518489998,1275865918290487
1275865952290487,352769665489998,1275865918290487
1275865955290487,352769532489998,1275865918290487
1275865957290487,352769519489998,1275865918290487
1275865966290487,352769668489998,1275865918290487
1275865969290487,352769587489998,1275865918290487
1275866188290487,559740579126144,1275866183290487
1275866189290487,352769539489998,1275866183290487
1275866192290487,559740535126144,1275866183290487
1275866207290487,352769681489998,1275866183290487
1275866210290487,559740539126144,1275866183290487
1275866211290487,352769585489998,1275866183290487
1275866215290487,352769597489998,1275866183290487
1275866220290487,781817011290487,1275866219290487
1275866228290487,781816990290487,1275866219290487
1275866231290487,559740563126144,1275866219290487
1275866233290487,352769613489998,1275866219290487
1275866234290487,352769593489998,1275866219290487
1275866243290487,352769602489998,1275866219290487
1275866248290487,352769598489998,1275866219290487
1275866249290487,781817064290487,1275866219290487
1275866256290487,352769464489998,1275866219290487
1275866257290487,352769611489998,1275866219290487
1275866270290487,781817034290487,1275866219290487
